text,label
"_ عاد شبوه ومارب وحضرموت تحس انها دوله
اما البقيه فهم ميليشيات",1
"ميليشيات الحوثي الارهابية ستلعنها الاجيال حيل بعد جيل
#خمسه_اعوام_على_الغدر_بمشايخ_البيضا",1
"ميليشيات الحوثي الارهابية ستلعنها الاجيال حيل بعد جيل
#خمسه_اعوام_على_الغدر_بمشايخ_البيضا",1
"عدو الإسلام والعرب
صدام البعثي
القذافي
ميليشيات فلسطين
حافظ الأسد الجرذ",1
"_  _ عن أي جهاد تتكلم؟؟ سوريا العراق أفغانستان؟ 
هذي مجرد ميليشيات إرهابيه",1
السعودية مالها دخل ان عندكم ميليشيات إرهابيه تعثو فساد بلبنان مع انعدام وجود الدولة عندكم لذلك واقعي,1
"🤣🤣🤣🤣🤣 بإمكاننا انو نطمركن بالخرا لحتى الغرق ما عاد تبينو الا على جبل النفايات بإيران ، لا يحق لأيا مي",1
حيا الله المجاهدين والممانعيين الذين دمروا لبنان والعراق وسوريا واليمن عقيده متخلفه وتدميريه ولافرق بينهم,1
"_ نعم انه زمن الويبضة 

والدليل انك وامثالك تتكلمون عن المجرمين وتنصفونهم وتتناسون انهم اتباع ميليشيات و",1
الدور أن شاء الله على منزل قائد ميليشيات حزب الشيطان حسن نصر الشيطان👍,1
يا سيد محمد ما عاد العرب وأنا واحد منهم نثق فيكم بعدما فعلتموه في العراق بدعم الحكام الفاسدين وفي,1
"شوف كم حمير سينجرون وراءه
الجهل والتعصب ثنائي فتاك لاستهداف الشعوب وهذا ما تستغله ميليشيات الحوثي،كما يقال يقتلون",1
"_ شوف كم حمير سينجرون وراءه
الجهل والتعصب ثنائي فتاك لاستهداف الشعوب وهذا ما تستغله ميليشيات الحوثي،كم",1
"اخر من يتكلم عن الإنسانية هُم الأمريكان 

اتوقع انهم فقط يبغون يزرعون ميليشيات افغانية ارهابية لزعزعة",1
"الناس تشوف مزارع و بيوت احترقت و نست ان تركيا احرقت دول و شعوب
الي متابع صح بيتذكر ان الثورة السور",1
هذا هو ديدنهم مجرمون لا فرق بينهم وبين ميليشيات الحوثي في اليمن والحشد الشعبي في العراق,1
_ كلام صحيح ١٠٠٪ بلد مهزوم من الداخل دمار للشعب الايراني جوع فقر والفلوس كلها تصرف على ميليشيات اجرامية,1
_ ميليشيات حزب الشيطان اذا لم تنتهي سوف ينتهي لبنان,1
هاي العشائر بأذن الله رح ترجع لشعب اللبناني حقو المسلوب من هل ميليشيات,1
"من  بلش سيناريو المزارع الطائفية والفلتان
 وللأسف بعد الطائف تكرس هلفلتان أكتر وصارو هني الدولة مع زعرانهم بعد",1
رولى الطبش تيار المستقبل تساهم في زرع الفتنة وتدافع عن نور خلدة لانهم ميليشيات تيار المستقبل,1
دولة ميليشيات حسافة على لبنان يصل لهذا المنحدر ببركات حزب الله حزب الشيطان والكبتاجون,1
يا فهيم حزب الله صار مكان الدوله لو عندك ذره فهم كنت بتقول لازم الدوله تتحرك بس انتم جماعه ميليشيات مس,1
دوله ميليشيات,1
هروب ميليشيات #حزب_الله الإيراني كالجرذان أمام أبناء العشائر العربية جنوب #بيروت,1
"هذا واحد بلهموطي سارق 
الان مهموم و كل تفكيره مع عصابة الشواذ و الجواسيس و الخونه و ارهابيي القاعده في اير",1
جهنم وبئس المصير عقبال زعيم ميليشيات حسن ابو مخدرات  😂😂,1
_  وانت صدقته شوف لهجته كيف انها مش سعودية الزبال الكذاب اللي طموحه يكون زبال لاتصدقه يبي ي,1
_ وانت صدقته شوف لهجته كيف انها مش سعودية الزبال الكذاب اللي طموحه يكون زبال لات,1
"_ بشرفك تهجموا علي الجماعة صار الحق ع حزب الله، حكو المنطق والعقل وطالما ميليشيات الطائف من ٣٠ سنة مسي",1
ميليشيات طائفية قذرة تتبع حسنزباله,1
انتم مجرد ميليشيات تخرببية وتدميرية تعيش على القتل من اجل راحة سيدها ودجالها بالكهف ومن اجل ايران فقط,1
حان الوقت ليقضي الجيش اللبناني على ميليشيات ولاية الفقيه الإرهابية,1
حصلت هذه الاشتباك بعد الانتقام للشاب حسن الغصن الذي قتل منذ أشهر على يد المجرم علي شبلي الذي يعمل مع ميليشيات نصر ا,1
شئتم أم أبيتم أنتم ترسلون المساعدات لحزب الشيطان المجرم حزب الفرس والمجوس الذي ولغ في دم إخوانكم السو,1
الاثنان اضرب من بعض عرب خلدة او حزب الله ميليشيات,1
"دم شهداء مرفأ بيروت مش للبيع 
خيطوا بغير هل مسلة 

تجار الدم 
ميليشيات الحرب 
أرانب النبيه",1
"في عيد الجيش يطلبون من الجيش عدم التدخل بما يحصل في خلدة  وبيرجعوا بقولولنا القوات زعران 
#ميليشيات_الدولة",1
الملك عبدالله يفضل أن يسيطر نظام الأسد و ميليشيات إيران على الحدود فيمابينهما بدل أن تبقى بيد ميلشيات إخوان,1
"_  بلدك مطبع وبشدة من تحت الطاولة 
عمومتكم اعز عليكم من كل العرب والمسلمين
بلدك مستباح من الامري",1
"ساعات قاسية ينتظرها أهالي #درعا ترقبا  للحملة العسكرية التي هددت ميليشيات النظام بشنها صباحا ، نظام تضرع الذل ويحاو",1
حسبي الله ونعم الوكيل فيه اي سامح هذا للأسف اي علماني و ليبرالي بيطلعوله من تحت الأرض من يداهنه و يلمع,1
"نظام صدام علماني !! 
جا الحملة الايمانية شنو 
اسوء شي مر علينا ونعاني منه لليوم",1
هذا مو علماني دلال و ملعب و يعرف شلون يضحك عالناس,1
"يابه نظام صدام چان نظام سني علماني

تضحچون يالبعثية",1
_ الاحزاب التي تدعي انها اسلاميه ياكثرهم أكاد أجزم ان جميعهم بدون استثناء ظاهرها إسلامي وباطنها علماني,1
__ 👎🏻👎🏻 علماني ناصري,1
بس تكون قومي سوري علماني بس بعد الضهر تابع للجمهورية الاسلامية عنجد اوسخ حزب بلبنان,1
"#تونس 
هي اكتر بلد شعبو علماني كدولة اسلامية 
هو الوحيد لبيفصل الدين عن الدولة 
ولكن 
لا #الاخوان 
ولا #الوهابيين",1
صدام الغبي تعرف لو كنت مكان لامطرت الكويت بوابل من القذائف بدل احتلالها  حتى يتوقفوا عن ابتزاز الع,1
استاذ فائق انته علماني,1
أعني ابن سلمان بالرجل في ذلك التغريدة!!! واردوغان ليس خليفة المسلمين او عثماني كما تقول هو علماني,1
منذ متى كان حزب الله حزب ديني اذا كنت مفكره ديني بس لان حسن نصر الله حطط عمامة ومربي دقنه بتكون غلطان حزب ا,1
والله ياخوية حتى فائق طلع ولائي لا علماني ولا بطيخ الكل من نفس الخيسة وله هو شنو دخل ام,1
"الملفت للانتباه ان احفاد هؤلاء اليوم اغلبهم اسلاموفوبي علماني متفرنس مثل عائلة بن عاشور
السبب في ذلك النال و الدلال",1
"عادي انت حر تشوفه كلامه ""عين العقل"" أو ""عين الطيز"" انت حر باقتناعاتك بس مو تجي تدعي",1
سبحان الله كل مذيع وصخ او ممثل علماني تلقاه يشجع الفقر,1
_ صدام نظامة سني علماني 😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1
"_ نعم ثائر متمرد على تعاليم دينه وهويته العربية الأصيلة دخل في الإلحاد وأبى العقيدة الصافية 
ارى من خلال",1
"داعش بكل شخص يحمل اي ترسبات دينية مهما كان علماني او مدني او مسالم
تعاليم داعش الهية منزلة محد يكدر يخالفها
دين ا",1
"وين اكو علماني يسوي حملة ايمانية؟😂 
صدام غبي وهمجي ويحمل فكرة العشيرة لا اكثر",1
"المشكلة انهم فاكرين السيسي علماني 
وهو اصلا واخد جميع انواع الفاشية والمتاجرة بالوطنية والدين والعا",1
"الذي اعرفه في بلدنا العراق انُ اغلب السياسيين مُتَلبسينَ  بِِرداء الدين ، و لكن لأول مرة أرى سياسي ليبرالي او علمان",1
"الشعب مدري شيريد، فائق صار علماني و يضحك ع الخرافات و كال ع النقاب جيس زباله ما قبلو بعدين صار مؤمن",1
"حلوه،
علماني ليبرالي يريد يطبق الزريبة الإلهية القنادر النبوية
صفگوله!",1
"اي معك حق ما خرب لبنان غيرن
كان الوضع على ايامن فقر وتعتير وشحادة وبطالة وافلاس شركا",1
_ انتم وامثالكم كذئاب مسعوره منحطة بلا ضمير شغلكم الشاغل الاخوان المسلمون مع انه حزب اسلامي له حق مث,1
واحد منحط وسافل وامعة ماخذ اكبر من حجمه شعليك من شهد ومن حياتها وشوكت تزوجت وشوكت جابت وجماله خابص,1
"الموضوع كان اتهام شهد بانه طفلها غير شرعي من دون ان يقدم دليل طبي 
وبما انه علماني ال",1
تونس بلد علماني بامتياز نتاج الاستعمار الفرنسي قبل حكم الاخوان  وحكم الاخوان ليس باحسن حال منهم,1
انا تعاملت معكم في اوروبا  لم ارى الا خبث مكر نفاق خيانه حقد كراهيه للأخر سواء مسلم مسيحي علماني  الا,1
"كل هذا لأن إسرائيل تحولت من حكم يهودي علماني في عهد نتنياهو الى حكم ديني عقائدي يهودي متشدد
وخل تبلع ايران بعد هالتحول",1
_ _ لان فهمه بالدين غبي حتى الموقع نفسه كاتب انو اللي يجيب عادل اكثر يعتبر الدين دين علماني روحي شوفيه كويس,1
"_ وهذا يزين الإمارات ولا يشينها، وهو يدلَ على صلابتها في مكافحة الإرهاب يا علماني متطرف كره اادين",1
علماني باب الشرجي,1
هو هم عايزنه بعد يجينه واحد علماني مهتلف حته ينزل مستوانه لدول مثل الامارات و امريكا وروسيا,1
النظام السعودي الذي يزعم انه حامي الاسلام وينصر قضاياه هو أكبر عدو للإسلام وفي كل مكان لن تجد نظام علماني ينكل بالا,1
"هاي الشكولات القذره موجوده بيناتنا وتردون بلد علماني؟!
بلد يحترم الناس بكل اصنافها واشكالها وتوجهاتها وطباعها طالم",1
علماني نص ردن,1
"عادي مجرّد علماني عراقي، عادي عنده يشرب عرگ ويكيّت بالملاهي بس من يشوف وحدة حبلانة قبل الزواج يصير مت",1
"_  _ أمي ربت رجل حر مش علماني معص، الباقي و الدور علي امك اللي مسكتك الطبله و انت",1
ايه سعودي ايش قصدك تقول كلامك لا احط رجلي بحلقك علماني و جاي ينشر عنصريه عندنا,1
انت علماني للقحاب اني اكول لو تمسح حسابك احسن لأن كل الناس مضلت تحترمك,1
للجهلة الي يكولون لفائق انت علماني مدني هو علماني مدني تمام بس مو معناها يشيل الدين والمبادئ والأخلاق ويشمرهن بالزبالة,1
تركيا دولة علماني تعادي الشرع,1
__ أشك انه مسلم أصلاً 😊 أجل إسلام علماني وليبرالي ومعتدل وخرابيط !!,1
هدول صريحين على الأقل عندك هداك اللي بكون علماني و مدني و ضد الطائفية و إذ بتطلع الدعشنة من جواتو,1
محدش شوه الاسلام غير المسلمين  لا علماني و لا غريب و لا غيره,1
"فايق 
صاير مثل الطماطة
تكعد بكل جدر
باحث مفكر وقارئ
هارب من الخدمة العسكرية ومعارض لصدام والبعث
ثائر",1
"انت قندره علماني لا تقيس نفسك ع حساب المسلمين
يطبك نعل",1
الإسلام الذي نزل على محمد دين علماني بإمتياز و من يدعوا لفصل الدين عن الدولة يعترف ضمنا بالكهنوت الديني و يمنح شرعن,1
"هذا وضيع عميل وخاين مفضوح ليس له قيمه وطنيه او عند اي علماني
دمت عزيزا اخ سنان",1
"_ الشعب التركي عامة قسمين 
قسم علماني ملحد 
وقسم متدين بالدين القبوري الجهمي الماتردي الديمقراطي 
وهن",1
"الغباء هو الهروب من السؤال البسيط  اثبت انك علماني فاشل 
حفظوك كلمتين ولم تستطع قول غيرها",1
_ 😂😂😂والله ياليت امك ما نامت مع ابوك ذيك الليله جابوا زنديق ومستكلب يطاقع علي خلق الله ويقول انا ما اسب م,1
أستاذ فائق انتة رجل ليبرالي علماني لا دخل لك بل الدين او الشرف واتمنىمنك ان تبتعد عن هذة الاشياء,1
تبغى يكون اسلامك معتدل خلك علماني👍,1
هذا علماني وقداش معجب بنفسه ومريض جنون عظمة تعبان,1
الغريب بالموضوع من فائق كل املنا بي ان هو سياسي علماني مو اسلامي طلع يدور عقد وزاوج,1
الاخ القبيسى والله انى لاانتمى للاخوان سؤال لك انت تكلم على تركيا وتقصد اردو,1
__ طلع علماني الخبيث,1
العلمانية هي اللا دين يعني الالحاد حرفياً قالك اسلام علماني لعنة تلعنك وتلعن اشكالك,1
_  حرفيا شوف القرف العلمانيه معناته لادين اصلاً كل شيء ممكن يعني الحاد كيف تقول اسلام علماني قولوا ال,1
"علماني يفتخر انه جده كان اية الله ، اكيد في لحظة دينية وعشائرية تطفح مراحيض العادات والتقاليد والانانية ، ينتج لنا تغريداتك",1
"شريكي الله
انتقاد الناس له فائق لكونه زعيم سياسي ويعتبر من الطبقة المثقفة ويطلع بهيج تغريدة سخيفة",1
تغدي بي قبل ما يتعشى بيج مسوي نفسه علماني وهو خنزير,1
__ نقول دائما  ليحكمنا ألف ديكتاتور عسكري علماني ولا يحكما دكتور إسلامي واحد,1
_ لم اقل صدام هو البطل ولم اقصده في كلامي اصلاً فهو رجل علماني ولم يقاتل يوم من اجل لا اله الا الله  م,1
اردوغان علماني مثلهم,1
الي مسوي الاختبار علماني حاطن لي شذوذ ونتعايش معه حنا ك مسلمين هههه,1
_ الدولة السعودية يحكمونها اثنين واحد علماني والثاني وهابي,1
"😆الدولة العثمانية🇹🇷 نظام الحكم فيها علماني😅 و هذا سر حب ألامصار لها😁سوق نخاسة و دعارة
و🏳️‍🌈و ربا و مراقص😆طبعآ ألامص",1
"أي شرعية دستورية، وأي دستور؟  مصر بحاجة لدستور علماني لا يتحدث باسم الله أو الدين، دستور",1
"_ لا وجود للآخرة فهي أسطورة و خرافة 
تحياتي من ملحد فلسطيني",1
"_   __ هذا ملحد
الغرب والنصارى والصهاينة ضحكوا عليه
ووقعوا ف شباك",1
"انت ملحد؟ — لا، وجود الله بريحني كثير الصراحة",1
يعني اخلاقك زينه وفي الاخير ملحد,1
_ ماهيب شرط في بعضهم تلقى اسمه محمد وهو اكبر ملحد,1
شيوعي ملحد كافر واحتل بلد عربي لايجوز الترحم عليه برقبته ملاييين الدماء التي زهقت سيحاسب عليها,1
اقسم بالله اشكالكم تفشل وانتو مسويين عايشين دور الملحدين الي ماعندهم لا دين ولا شي المشكله الملحد الاجنبي صار ملحد,1
"ملحد يسأل هل هناك دليل علي وجود الله سبحانه وتعالى 

#الجمعه #الإستغفار #ذكر_الله #التعليم #سبحان_الله",1
ألي ما يقول للمسلمين وهم تاريخهم كلهم منذوا ظهروا سبي واعٌىَصاب بالنساء ي,1
وكم من ملحد يروم أن يخلط بالشريعة ما ليس منها  والله تعالى يذب بأصحاب الحديث عنها  فهم الحفاظ لأركانها والقوامون,1
"و انت كدوكتور ملحد عملت ايه
ايه هي اختراعاتك و اكتشافاتك غير النباح 🤔🤔🤔🤔🤔",1
اي والله مسكين ليت الاسلام كرم الرجل مثل ماكرم المرأة 😁 كان اغلبكم ملحد,1
"جيفارا ملحد شيوعي
اتمنى تغييرها يابو الغوانم
استبدلها بصوره البطل محمد علي كلاي افضل مثال للصبر والقوه و",1
بعض هالعينات يا ملحد يا نسوي,1
لم اسمع اغبى من ملحد جزائري حتى الغباء يستقبح أن نصف به,1
_ انت ملحد ومحمد اخوك  حوثي,1
لا ينطق بهذا الكلام الا ملحد بلا شك,1
"يعني انت تعترف انك ملحد أو لا دين لك! 

استغفر الله بس ، دايركت على جهنم",1
"اسهل طريقة عشان تربح النقاش الدين قال هيك

هاي الناس بتخليني احمد الطبيعة اني ملحد 😇",1
امورك تمام معي اذا انت يتيم تعيس ملحد غاضب مكتئب عاطل غير ذلك بتنمر عليك,1
_   _ كتب فقهاء المسلمين فيها روايات صحيحة وروايات خاطئة انت كأ,1
"انا كنت يهودي ملحد، وأصبحت بحمد الله مسلما صحيحا أكره المرأة وأهينها، بفضل فيديوهاتك جزاك الله خيرا",1
فليتبزبز واو يتطحنن كما يريد ولكن فليخلع عمامة رسول الله ولا يسيئ اليها  مثل القوبنجي ملحد وزنديق و بعده لابس عمامة,1
يحمد ربه انه ملحد😭😭😭😭😭😭😭‼️‼️‼️‼️‼️‼️,1
حسبي الله ونعم الوكيل ابليس وهو ابليس ماتجرأ يسب الله سبحانه وتعالى ويجيك هالخنثى هذا ويسب ملك الملوك رب ال,1
"المشكلة يجي يقول انا اجادل الصلاعمةانت ملحد مثلك ما تقبلته 
كثير من القرف هذا الصباح",1
"حقيقة لانهم  مرتزقة ومدعين للتحضر فقط لدواعي الشهرة والكسب السريع ، زي الي يقول إنه ملحد عشان يطلع ف التليف",1
"_ _  ولا أسمح لك أبداً بان تقول عبارة كأن ربكم رئيس كوريا الشمالية او مثل هذا الكلام

سب",1
"ملحد و شارب الخمور و العرق وعربي الأصل و افتخر و لا اعتقد بخرافات كل الأديان و لكن احب ""الأنسانية""و احترم كل عقائد",1
_  شفت من حصرتك شلون بلشت تغلط وتريد تجيب العائلة بالنص 🙂 مع العلم ما جبت عائلتك اني وكل ما,1
_ معتوه كل ماطفش دخل سبيس وجلس يسب الاديان ولما يقولولو خلاص انت ملحد مالو داعي كل شويا تفتح نفس الموضوع يقول بكيفي,1
"نفسي اعرف مصمم يهودي ده ولا ملحد ولابوذي ولا مثلي الجنس
خلاص كلكم بهايم",1
_ تعليق من شخص ملحد يتحدث عن زواج محمد ب عائشة و هي طفلة,1
"ابي عاهره نزني بدون حدود اححح🔥🔥🔥

سنابي  _



سكٌس_ديوٌث_مٌحاٌرم_ورٌعان_نيٌك_زبٌك_زٌب_ك",1
"الهاشمي كاين متحول زيبقي قد يكون متدين ملحد شيعي سني مؤتمري اصلاحي 
  اي حاجةالا يمني تساله انت يمني فيرد بتعالي و",1
لا ستوب شكلك ملحد,1
هذا اكيد ملحد العنه 🤪,1
_  انت ملحد لعنة الله عليك خذ لك بلوك لابارك الله فيك,1
اى حد فى اجازه وبيقول انه زهقان فما هو الا انسان ملحد,1
الله عزوجل يدنو الى السماء الدنيا مع الملائكه فلايريد منا الا مافي قلوبنا وعمل صالح المهم الرجل هذا ملحد نهج ابيه ا,1
"قال البرلماني السوداني الراحل، محمد احمد المحجوب
""إذا حكمني مسلم فلن يدخلني الجنة واذا حكمني ملحد ف",1
"_  انتي هسة مجرد متثدية مندثرة لانعرف ماتوجهك
تردين مصلحتك من كل نظام غير مهم ان كان ملحد ا",1
#صنعاء عندما تسمع خطاب عبدالملك الحوثي والله تحزن على اليمن انسان جاهل انسان يتكلم عن فلسطين ولا يتكلم عن اليمن,1
_ كيف وصلوا لهذا  الوضع ! الأخ ملحد والبنت ترقص في التيك توك !؟ وين الوالدين !؟  نعم الهداية من الله بس لا,1
"ده كائن ملحد 
شاذ 
و عايزني ابقى زيه 
عشان معجب بشخصتي
و اللي عمل شخصيتي دي ديني
معندكش اي نوع من المنطق",1
"__ لا بجد انت بتستدل بالأشكال الهايفه دي ليه يعني جايب الديب من ذيله في حد بيصدق الأشكال دي ؟! 😂😂😂
انا",1
_  يا ملحد يا مخنث القافلة تسير والكلاب تنبح و نباحكم طرب يا متخلفين يا عبيد الصدفة و ال,1
شو انك حمار مابتفهم شيوعي ملحد,1
وانا ملحد زيه اقتدي بالله سبحانه,1
"ما اشوفهم قرده وخنازير
احترم البعض منهم و اعرف ناس مسيحيين و يُحترمون ولكن ماقد شفت",1
"أنا لا أصدِّقُ أنّ لصاً مؤمناً 
أوفى لربِّكَ من شريفٍ ملحدِ

إلياس فرحات",1
"تعريف من ترك الدين في أوروبا

الرجل  ملحد
المرأة  ملحده

تعريف من ترك الدين عند المؤمنين
الرجل  ديوث
المرأة  قح",1
____   _  كل واحد يحسب الجنه بيده و اي احد يخالفه يقول مسلم كيوت لازم اكف,1
_  لا اله ال الله محمد رسول الله شكلك ملحد جنهم وبئس المصير,1
يحتاج نروح نحفر مع يأجوج و مأجوج والله اش دي الفوضى !!!! ملحد و نسوية و شرف هاتريك بشاعة,1
"احنا بنشك فى بعض احاديث الرسول بعض وليس الكل 
لما  تبدا  تشك شيطانك 
لازم يتوهك بدل 
 ما تدبر ف القران
 لا خليك #ملحد اشيك  
#ياخسارة",1
كذب طول عمري ببقى ملحد معادي للاسلام انا ديني دين ايلوت ذو☝🏻,1
_ _ انزين حتى وهو ملحد ويسب الله يكسب الدنيا والاخرة اذا لزم اقدام والدته؟؟!!,1
__   اللي انزل جميع الشرائع السماوية هو الله فطبيعي يكون فيه تقاطع واضح بي,1
في هذه الفترة عليك بتفادي النقاشات والتحليلات السياسية في الشأن التونسي لأنك حتى وإن ثبت  عنك أنك ملحد و كافر,1
هو اخواني سلفي اشعري شيوعي ملحد تلك انساق فكرية الفكر لايصادر انت تحاسب الموظف الذي يهمل وتحوله للتحقيق,1
"لا يابه لازم الليبرالي يج
ولازم العلماني يكفر
ولازم الشيوعي ملحد
ولازم القومي يبوك
بس",1
الملحد العربي المسلم ملحد علشان شهواته ونزواته مش ملحد علشان صاحب فكر وعقله شغال,1
لما يصبر على ملحد بل هو في ذمة الشيطان ألا تستحيون من الله عار أن تعلنو عن وفاة قذر,1
هههههه ابن سينا ملحد كيف وهو صاحب الفلسفة الاسلامية ابن سينا شيعي اسماعيلي واتهما,1
انت كل اسبوع ديانة اسبوع مسلم واسبوع بوذي واسبوع ملحد واسبوع مسيحي واتوقع الاسبوع الجاي هندوسي,1
_  ناصر ينتقد الدين التراثي الذي يمارس الوصاية على البشر وتم تحريفه عن كتاب العزيز ا,1
"لن يكون الوضع أسوأ حالا مما لو تولى أحد الملاحدة أمور البشر!

فورب الكعبة المشرفة لتولي الدواعسّْ والجماعات التكفير",1
سبحان الله زيي ملحد معتدل ❤️,1
_ _ افاااا ياسالم ماتوقعتها منك طحالب انت اكبر من كذا يامان,1
بقر؟ طحالب؟,1
"_ النصر شلّحكم تشليح وعيونكم تشوف 
صم بكم عمي 
لو اللي شلحّكم الهلال كان قامت قيامتكم 
فعلاً ضفادع  مع طحالب ف مستنقع اصفر",1
في أكثر عواصم أوروبا تلوثاً طحالب تنقي الهواء للأطفال,1
طحالب كالعادة بتقدم عظمممة👏🔥♥️,1
_ يا طحالب🐸🐸🐸,1
طحالب مانعترف فيهم,1
هههه تاليسكا نصراوي طحالب حتى بطولة بيرين كبيرهم عليكم,1
__  _ يحسبون ناديهم كبير؟ والله طحالب منجد,1
"ياللي تعايرنا بكلمة طحالب هذا فخر ماهي على  انها شتيمه 
هذا شعار العز  ياعنز حالب  هذا شعار المملكه 
يا  البهيم",1
��استح على دمك طحالب,1
طحالب متابعيني علي تويتر؟؟😯😯😯,1
كسم طحالب و حسن بخاري,1
عذرهم ان غريب مايكمل المباراه ومين كان يحرث الملعب اخر الموسم الماضي يا شراميط تفووووو عليكم يا طحالب,1
اللون راح يكون يا اخضر يا احمر راح يكون من علم ايطاليا لكن خياس الاخضر ما نبغا نصير طحالب 😂😂🤭,1
حتى الصوره يقول فلوس ماتبونه يبيعكم عشان الدراهم يا طحالب,1
"كاشفينكم ي طحالب،،
عمر ذيل الكلب ما ينعدل ،،
واخرتكم المجاري أو 🚐🚑🚐",1
��🐸🐸 طحالب متجمعة يتهاوشون مع بعض,1
ها وش اخر الاخبار من يوم قلت بيريرا هلالي الاهلي وقع مع  طحالب جدد وحنا نتفرج 😢😢 فيه لاعبين وكم لاعب,1
ضفادع على طحالب 🐸🐸🐸🐸😂😂😂😂,1
ضفادع على طحالب 🐸🐸🐸🐸😂😂😂😂,1
قلبت علينا المواجع يا توفيق الله يرحمه سيفاو قاهر طحالب  اخر معركة ليه فجر ليبيا واكمل تحرير ورش,1
_ انتبهو من الهبوط حبايبي يا طحالب 🐸,1
_ خابركم يقال لكم من جاركم طحالب كيف صرتوا اسود,1
"طحالب وتراهم رجعوا لموال غورديولا الشرايع،  تعبونا والله محنكين الباحة",1
_ خرا طحالب واعرفكم زين نص الموسم تقلبون,1
"واضح ميولك واضح، أخضر هههههه انتم سبب ما نحن فيه، كمشة طحالب بتموين من خارج البلاد لخراب ليبيا",1
"😂😂😂😂
قبل كم يوم اشوف طحالب مصادر يقالهم يلمحون لرافينها ليدز و روردريغو مدريد و هي صفقات صعبه حتى على الاندية الكبي",1
ارقامه كويسه بس ليش مو عاجبكم لازم تهز الشرق الاوسط عشان تعجبكم ي طحالب,1
"اصبر عليهم نص الموسم
كلهم هاربين ومشتكين للفيفا 
طحالب 😂",1
اجل تقولي ما تبون ادميلسون يا طحالب هههه,1
والله طحالب صدق من سماكم خلاص صياح ما ينفع سدو حلوقكم اخ ودك يلجمهم كلهم ويكون ابرز لاعب  يا مدركين السوق,1
ي طحالب ماتبغون دودو ولا وليان  😂😂😂,1
_ لا تزعلون يا طحالب هذي الصفقة عشان العين,1
_ خير من هلبه علي اقل تقدير عفوية وشفافة لا من الاخوان ولا من طحالب ولا من جردان,1
"نبي نفهم شني اللي يقدر يديره سيف يعني 
وحم الدكورة يا طحالب فكونا منه 
لازم تفهمو انه اخلااااص قيم اووووفر يا حلوين",1
"حفترائيل او واحد من فروخه ام الصورة إعلامية دعاية بين القذافي والساعدي 
علي اساس معمر الحي 
عند طحالب وزالام 
رسالة تصويت",1
كلنا طحالب,1
_ طحالب امريكا مسويين سبيس,1
انا طحالب,1
اكبر قاعدة طحالب والله 😄😄 قال جماهيرية,1
_ طحالب ٣ دوري صفر اسيا ما ابغى اسمع رأيهم بهيدري,1
__ _ ضايف حساب الاهلي ومفعل الاشعارت وجاي تعلق على صور تمارين وتقول طحالب الاهلي حارقك ؟؟,1
قصدي انتم حمير ولا شنو بعد بوه فتح المخازن للشعب وكل كمية السلاح الموجودة ف طرابلس مزال عندكم جو تقولو,1
_  والعاهه السوري تبونه يستمر يا طحالب؟,1
"فوزكم على الاتحاد بطوله بالنسبة لكم 
ما الومكم 😂😂😂

طحالب ولا تضلو طحالب طول عمركم 
🤪🤪🤪🤪🤪🤪",1
حشومة يا طحالب صار سيف يخدم زي راقصة التعري ياررررريته جاف🤪,1
_ تخيل ادفع  على دوري فيه طحالب وفقر 😅,1
_  ولله يا انكم سبايك يا طحالب,1
طحالب و متسلقين وهلبا مصطلحات حلوه 🤣🙂,1
_ طحالب  واخر شي  تطردون جميع الاجانب وتخلون السومه 💔😂💔😂💔😂,1
ما فيش اشتباكات في الزاويه يا طحالب الشركة العامة للكذب والتبلعيط,1
"مكانه السجن ولا غيره ،، وزغرتو يا طحالب",1
الشيخ سعد الدين سعدان لجلب الحبيب ورد المطلقات و تزويج عوانس قصدي احترمو طحالب هذا الساعدي القذافي  🙂😂,1
"هههههههه كان انتو طحالب مافيكمش راجل هداكا موضوعكم، احني رجالتنا قعمزو بوه علي عصا بنوحلو في مزيل بطشة هههههههههههههه",1
"طحالب مثل الفقر يجمعون اللاعبين خساره ع الفاضي ،، قلتها ١٠٠ مره المفترض يمنعونهم يجيبون لاعبين لانه ه",1
_ طحالب الثقه عندكم معدومه مهما حصل و مهما حبتو لعيبه,1
"__ الطحالب يبقى طحالب
مركزهم من الخامس الى السادس",1
كيف النفسيات يا طحالب ؟ 💚😂,1
طحالب ما يعجبكم العجب  #ويليان_مرفوض_يانفيعي,1
"سرايا صرمك ياتافه
اقسم بالله العظيم كمشة طحالب وقرامطة بدعم من ولد الحرام البغل العام مسلوب الشرف في تشاد حفتر",1
عارفين طول لسان و تنمر خلي في عزوف من نساء من ترشح بمقاعد مرآة و ترك فرصة للمتسلقات و طحالب و قرمطية اللي ماعندهم م,1
"قبل اسبوعين كنا نقول نفس كلامك
وكنتم تقولون احنا نادي الوطن وانتم طحالب
الشماته ماهي طيبه اشربووو يا نادي الديون وخصم النقاط",1
خلاص ي طحالب ازعجتونا مافي الا ضفادع بالتايم,1
_ طحالب طول عمركم 😂😂😂,1
طحالب دايم يسوون حالهم مظلومين خلصو فلوس الدوله,1
